Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,-9999
525,Jayden Struble,22,MTL,D,40,3,4,7,0,39,1.4,3,0,0,0,4,0,0,35,8.6,633,15:50,37,74,0,0,,strubja01
526,Jacob Trouba,29,NYR,D,60,3,19,22,1,52,3.9,3,0,0,0,17,1,1,114,2.6,1306,21:46,170,165,0,0,,troubja01
527,Arber Xhekaj,23,MTL,D,31,3,5,8,5,65,1.8,3,0,0,0,5,0,0,37,8.1,484,15:37,33,82,0,0,,xhekaar01
528,Jesse Ylönen,24,MTL,RW,50,3,4,7,2,8,0.2,3,0,0,0,4,0,0,41,7.3,509,10:11,30,34,5,3,62.5,yloneje01
529,Nikita Zadorov,28,TOT,D,58,3,11,14,1,91,2.3,3,0,0,0,11,0,0,63,4.8,1016,17:31,55,133,0,0,,zadorni01
530,Artem Zub,28,OTT,D,47,3,18,21,10,22,3.5,3,0,0,0,18,0,0,57,5.3,977,20:47,83,98,0,0,,zubar01
531,Nils Åman,23,VAN,C,35,2,4,6,-2,6,0.0,2,0,0,0,4,0,0,20,10.0,364,10:24,19,20,62,73,45.9,amanni01
532,Joey Anderson,25,CHI,RW,36,2,8,10,5,6,0.8,2,0,0,0,8,0,0,42,4.8,499,13:52,15,29,0,1,0.0,anderjo08
533,Louis Belpedio,27,PHI,D,12,2,2,4,6,0,1.2,2,0,0,1,2,0,0,12,16.7,158,13:12,18,16,0,0,,belpelo01
534,Jonatan Berggren,23,DET,RW,9,2,3,5,4,2,0.7,2,0,0,0,3,0,0,10,20.0,91,10:08,6,0,0,0,,berggjo02
535,Brandon Biro,25,BUF,F,5,2,0,2,0,0,0.3,2,0,0,0,0,0,0,2,100.0,54,10:51,2,0,11,12,47.8,birobr01
536,William Borgen,27,SEA,D,62,2,20,22,-2,56,3.5,2,0,0,0,20,0,0,66,3.0,1090,17:35,81,158,0,0,,borgewi01
537,Travis Boyd,30,ARI,C,16,2,6,8,3,2,0.8,2,0,0,1,6,0,0,12,16.7,154,9:37,10,10,23,20,53.5,boydtr01
538,Brendan Brisson,22,VEG,C,12,2,4,6,-4,2,0.4,1,1,0,1,3,1,0,18,11.1,152,12:39,2,12,2,3,40.0,brissbr01
539,André Burakovsky,28,SEA,LW,29,2,8,10,-4,8,0.4,1,1,0,1,5,3,0,44,4.5,408,14:04,11,9,2,3,40.0,burakan01
540,Cody Ceci,30,EDM,D,60,2,16,18,9,12,3.3,2,0,0,0,15,0,1,71,2.8,1210,20:10,84,59,0,0,,cecico01
541,Rourke Chartier,27,OTT,C,35,2,1,3,-3,14,-0.3,2,0,0,1,1,0,0,39,5.1,376,10:44,10,30,139,136,50.5,chartro01
542,Brandt Clarke,20,LAK,D,15,2,4,6,-6,8,0.6,2,0,0,1,1,3,0,30,6.7,211,14:04,21,6,0,0,,clarkbr02
543,Ian Cole,34,VAN,D,63,2,6,8,10,55,2.2,2,0,0,0,6,0,0,51,3.9,1185,18:48,131,68,0,0,,coleia01
544,Ty Dellandrea,23,DAL,C,35,2,6,8,-10,12,-0.2,2,0,0,0,6,0,0,45,4.4,445,12:43,13,55,76,106,41.8,dellaty01
545,Travis Dermott,27,ARI,D,37,2,3,5,-14,20,0.2,2,0,0,0,3,0,0,30,6.7,638,17:15,50,39,0,0,,dermotr01
546,Adam Edstrom,23,NYR,C,11,2,0,2,2,2,0.3,2,0,0,0,0,0,0,7,28.6,93,8:25,2,30,0,0,,edstrad01
547,Dante Fabbro,25,NSH,D,50,2,10,12,11,22,2.8,2,0,0,0,10,0,0,55,3.6,827,16:32,76,43,0,0,,fabbrda01
548,Justin Faulk,31,STL,D,45,2,18,20,-7,14,2.7,1,1,0,1,16,1,1,100,2.0,1001,22:15,86,59,0,0,,faulkju01
549,Martin Fehérváry,24,WSH,D,47,2,10,12,-6,22,2.1,2,0,0,0,9,0,1,50,4.0,882,18:46,71,112,0,0,,feherma01
550,Christian Fischer,26,DET,RW,59,2,12,14,8,30,0.8,1,0,1,0,12,0,0,65,3.1,642,10:53,23,94,82,114,41.8,fischch01
551,Jonah Gadjovich,25,FLA,LW,33,2,2,4,1,90,0.2,2,0,0,0,2,0,0,29,6.9,245,7:26,11,71,0,0,,gadjojo01
552,Matt Grzelcyk,30,BOS,D,48,2,6,8,6,35,2.0,2,0,0,0,6,0,0,50,4.0,841,17:31,53,41,0,0,,grzelma01
553,David Gustafsson,23,WPG,C,30,2,2,4,-3,0,0.0,2,0,0,0,2,0,0,20,10.0,267,8:54,14,17,79,71,52.7,gustada01
554,Nicolas Hague,25,VEG,D,54,2,10,12,-5,32,1.9,2,0,0,1,10,0,0,77,2.6,990,18:20,86,97,0,0,,hagueni01
555,Jani Hakanpää,31,DAL,D,59,2,9,11,8,33,2.3,2,0,0,1,9,0,0,53,3.8,1116,18:55,120,175,0,0,,hakanja01
556,Taylor Hall,32,CHI,LW,10,2,2,4,-3,4,0.3,2,0,0,1,1,1,0,20,10.0,163,16:20,3,7,6,3,66.7,hallta02
557,James Hamblin,24,EDM,F,31,2,1,3,3,0,0.2,2,0,0,0,1,0,0,18,11.1,246,7:55,21,14,81,79,50.6,hamblja01
558,Travis Hamonic,33,OTT,D,47,2,4,6,-9,40,0.4,2,0,0,0,4,0,0,48,4.2,693,14:45,74,52,0,0,,hamontr01
559,Jordan Harris,23,MTL,D,38,2,6,8,-2,18,1.3,2,0,0,0,6,0,0,30,6.7,644,16:57,52,17,0,0,,harrijo01
560,Mark Jankowski,29,NSH,C,13,2,0,2,-1,0,0.1,2,0,0,1,0,0,0,20,10.0,158,12:09,1,4,25,32,43.9,jankoma01
561,Reese Johnson,25,CHI,F,39,2,2,4,-21,28,-0.7,2,0,0,0,2,0,0,50,4.0,429,11:00,16,103,41,38,51.9,johnsre01
562,Axel Jonsson-Fjällby,25,WPG,LW,26,2,3,5,6,0,0.5,2,0,0,1,3,0,0,23,8.7,211,8:07,7,30,1,1,50.0,jonssax01
563,Tyson Jost,25,BUF,C,29,2,2,4,-7,8,-0.2,2,0,0,0,2,0,0,30,6.7,315,10:51,11,27,48,73,39.7,jostty01
564,Oliver Kylington,26,CGY,D,14,2,1,3,4,4,0.9,2,0,0,0,1,0,0,20,10.0,210,15:02,23,8,0,0,,kylinol01
565,Kevin Labanc,28,SJS,RW,37,2,5,7,-21,12,-0.5,2,0,0,0,2,3,0,47,4.3,434,11:44,14,46,5,13,27.8,labanke01
566,Jakub Lauko,23,BOS,C,45,2,6,8,-3,30,0.1,2,0,0,0,6,0,0,32,6.3,432,9:36,13,129,5,7,41.7,laukoja01
567,Brendan Lemieux,27,CAR,LW,23,2,1,3,-2,50,0.1,2,0,0,1,1,0,0,17,11.8,177,7:41,4,53,4,8,33.3,lemiebr01
568,Timothy Liljegren,24,TOR,D,43,2,14,16,3,14,2.4,2,0,0,0,8,5,1,43,4.7,837,19:28,91,62,0,0,,liljeti01
569,Ryan Lindgren,25,NYR,D,60,2,9,11,15,30,3.6,2,0,0,1,9,0,0,55,3.6,1159,19:19,77,93,0,0,,lindgry01
570,Nils Lundkvist,23,DAL,D,45,2,13,15,11,16,2.7,2,0,0,0,11,2,0,60,3.3,678,15:04,30,31,0,0,,lundkni01
571,Kurtis MacDermid,29,TOT,D,31,2,0,2,3,25,0.7,2,0,0,1,0,0,0,14,14.3,156,5:02,9,58,2,0,100.0,macdeku01
572,Zack MacEwen,27,OTT,C,24,2,1,3,-5,50,0.0,2,0,0,1,1,0,0,16,12.5,146,6:04,6,40,6,5,54.5,macewza01
573,Kyle MacLean,24,NYI,F,11,2,0,2,2,6,0.3,2,0,0,0,0,0,0,7,28.6,98,8:56,3,21,32,46,41.0,macleky01
574,Matt Martin,34,NYI,LW,39,2,1,3,3,31,0.0,2,0,0,0,1,0,0,33,6.1,358,9:11,15,117,4,7,36.4,martima02
575,Brayden McNabb,33,VEG,D,62,2,17,19,17,24,4.3,2,0,0,0,16,0,1,60,3.3,1201,19:23,168,101,0,0,,mcnabbr01
576,Connor Murphy,30,CHI,D,43,2,6,8,-19,40,1.1,2,0,0,0,6,0,0,48,4.2,854,19:51,105,106,0,0,,murphco02
577,Simon Nemec,19,NJD,D,40,2,14,16,-2,16,2.2,2,0,0,1,12,2,0,54,3.7,791,19:47,67,13,0,0,,nemecsi01
578,Jamie Oleksiak,31,SEA,D,62,2,8,10,0,33,2.6,2,0,0,0,7,0,1,87,2.3,1234,19:54,141,95,0,0,,oleksja01
579,Mathieu Olivier,26,CBJ,F,34,2,4,6,-1,40,0.2,2,0,0,1,4,0,0,31,6.5,341,10:01,22,99,2,4,33.3,olivima01
580,Nicklaus Perbix,25,TBL,D,61,2,18,20,5,8,3.5,2,0,0,1,18,0,0,40,5.0,1047,17:10,92,49,0,0,,perbini01
581,Jeff Petry,36,DET,D,53,2,16,18,0,30,2.6,2,0,0,0,15,0,1,64,3.1,1002,18:55,98,96,0,0,,petryje01
582,Valtteri Puustinen,24,PIT,RW,30,2,11,13,4,4,1.0,2,0,0,0,9,2,0,53,3.8,356,11:53,17,18,1,2,33.3,puustva01
583,Sheldon Rempal,28,VEG,RW,9,2,1,3,-2,4,0.3,1,1,0,0,1,0,0,16,12.5,90,9:58,3,0,0,0,,rempash01
584,Joshua Roy,20,MTL,RW,17,2,5,7,-1,0,0.5,2,0,0,0,5,0,0,24,8.3,205,12:04,13,8,2,4,33.3,royjo01
585,Marco Scandella,33,STL,D,57,2,5,7,1,13,1.8,1,0,1,1,5,0,0,34,5.9,716,12:34,40,59,0,0,,scandma01
586,Mikhail Sergachev,25,TBL,D,34,2,17,19,-16,16,1.6,2,0,0,0,10,7,0,53,3.8,767,22:33,69,36,0,0,,sergami01
587,Michael Sgarbossa,31,WSH,C,13,2,2,4,-1,2,0.3,2,0,0,0,1,1,0,16,12.5,147,11:18,2,8,34,47,42.0,sgarbmi01
588,Carson Soucy,29,VAN,D,22,2,4,6,6,4,1.4,1,1,0,0,3,1,0,15,13.3,384,17:27,40,25,0,0,,soucyca01
589,Mitchell Stephens,26,MTL,C,23,2,1,3,2,4,0.2,2,0,0,0,1,0,0,16,12.5,208,9:03,7,8,75,60,55.6,stephmi01
590,Ryan Suter,39,DAL,D,64,2,12,14,7,26,2.6,2,0,0,1,11,0,1,82,2.4,1245,19:27,92,71,0,0,,suterry01
591,Juuso Välimäki,25,ARI,D,48,2,11,13,-2,6,2.1,2,0,0,0,7,4,0,45,4.4,875,18:14,51,43,0,0,,valimju01
592,Alex Vlasic,22,CHI,D,57,2,11,13,-6,29,3.3,2,0,0,1,9,2,0,52,3.8,1233,21:38,109,43,0,0,,vlasial01
593,Jakub Vrána,27,STL,LW,21,2,4,6,-7,8,0.2,2,0,0,0,4,0,0,42,4.8,255,12:08,4,9,0,13,0.0,vranaja01
594,Oliver Wahlstrom,23,NYI,RW,31,2,4,6,-6,8,0.0,1,1,0,0,3,1,0,39,5.1,337,10:53,21,35,5,7,41.7,wahlsol01
595,Austin Watson,32,TBL,LW,28,2,1,3,2,86,0.3,2,0,0,0,1,0,0,15,13.3,192,6:51,15,75,0,2,0.0,watsoau01
596,Zach Whitecloud,27,VEG,D,46,2,6,8,-4,26,1.4,2,0,0,1,5,0,1,35,5.7,832,18:05,82,100,0,0,,whiteza01
597,Nikita Zaitsev,32,CHI,D,26,2,5,7,2,10,1.8,2,0,0,0,3,2,0,18,11.1,414,15:56,52,55,0,0,,zaitsni01
598,Calen Addison,23,TOT,D,51,1,14,15,-21,28,1.1,1,0,0,0,6,8,0,64,1.6,872,17:06,59,26,0,0,,addisca01
599,Sebastian Aho,27,NYI,D,46,1,6,7,-11,8,0.4,1,0,0,0,4,2,0,38,2.6,744,16:10,60,32,0,0,,ahose02
600,Alexander Alexeyev,24,WSH,D,18,1,0,1,-5,4,0.1,1,0,0,0,0,0,0,8,12.5,233,12:56,31,17,0,0,,alexeal01
601,Michael Anderson,24,LAK,D,55,1,14,15,14,14,4.0,1,0,0,0,13,0,1,66,1.5,1162,21:08,104,90,0,0,,andermi02
602,Jaret Anderson-Dolan,24,LAK,C,30,1,3,4,-4,6,-0.1,0,0,1,0,3,0,0,29,3.4,329,10:58,21,53,20,27,42.6,anderja01
603,Kevin Bahl,23,NJD,D,62,1,9,10,5,45,2.2,1,0,0,1,9,0,0,49,2.0,1076,17:21,83,125,0,0,,bahlke01
604,Uvis Balinskis,27,FLA,D,18,1,1,2,0,6,0.6,1,0,0,0,1,0,0,18,5.6,245,13:38,13,26,0,0,,balinuv01
605,Tyson Barrie,32,NSH,D,35,1,11,12,-10,14,1.0,1,0,0,0,7,4,0,52,1.9,645,18:26,39,10,0,0,,barrity01
606,Ethan Bear,26,WSH,D,20,1,3,4,-5,10,0.5,1,0,0,1,3,0,0,23,4.3,303,15:09,24,13,0,0,,bearet01
607,Simon Benoit,25,TOR,D,48,1,3,4,6,44,1.3,1,0,0,0,3,0,0,44,2.3,812,16:55,74,167,0,0,,benoisi01
608,Sammy Blais,27,STL,LW,44,1,6,7,-8,29,-0.1,1,0,0,0,6,0,0,25,4.0,422,9:35,15,152,2,7,22.2,blaissa01
609,Zach Bogosian,33,TOT,D,47,1,8,9,3,43,1.8,1,0,0,0,7,0,1,61,1.6,805,17:08,53,84,0,0,,bogosza01
610,Samuel Bolduc,23,NYI,D,33,1,2,3,-5,6,0.3,1,0,0,0,2,0,0,29,3.4,427,12:57,36,43,0,0,,boldusa01
611,Zachary Bolduc,20,STL,C,7,1,0,1,0,0,0.1,1,0,0,0,0,0,0,9,11.1,73,10:24,2,6,0,0,,bolduza01
612,Nick Bonino,35,NYR,C,45,1,4,5,-12,8,-0.7,1,0,0,0,4,0,0,31,3.2,551,12:15,78,10,207,199,51.0,boninni01
613,Adam Boqvist,23,CBJ,D,31,1,8,9,-6,0,0.9,1,0,0,0,4,4,0,42,2.4,580,18:43,39,10,0,0,,boqviad01
614,Thomas Bordeleau,22,SJS,C,6,1,1,2,-5,4,0.0,1,0,0,0,0,1,0,7,14.3,79,13:07,5,4,29,24,54.7,bordeth01
615,Justin Brazeau,25,BOS,F,7,1,1,2,2,2,0.2,1,0,0,0,1,0,0,9,11.1,73,10:22,5,9,1,4,20.0,brazeju01
616,Josh Brown,30,ARI,D,32,1,5,6,-4,45,0.8,1,0,0,1,5,0,0,28,3.6,428,13:23,53,56,0,0,,brownjo01
617,Kyle Burroughs,28,SJS,D,52,1,6,7,-29,61,0.0,1,0,0,0,5,1,0,54,1.9,984,18:55,99,158,0,0,,burroky01
618,Erik Cernák,26,TBL,D,51,1,8,9,-1,57,1.9,1,0,0,0,8,0,0,43,2.3,987,19:21,79,138,0,0,,cernaer01
619,Declan Chisholm,24,TOT,D,11,1,5,6,-3,6,0.6,0,1,0,0,3,2,0,8,12.5,181,16:28,15,4,0,0,,chishde01
620,Connor Clifton,28,BUF,D,60,1,11,12,9,62,2.9,1,0,0,1,11,0,0,59,1.7,1000,16:40,90,155,0,0,,cliftco01
621,Matthew Coronato,21,CGY,RW,15,1,2,3,-8,4,-0.3,0,1,0,0,2,0,0,34,2.9,213,14:11,1,3,2,7,22.2,coronma01
622,Angus Crookshank,24,OTT,LW,7,1,1,2,-1,4,0.1,1,0,0,0,1,0,0,7,14.3,62,8:50,3,15,0,0,,crookan01
623,Dylan DeMelo,30,WPG,D,61,1,18,19,31,30,5.3,1,0,0,0,17,1,0,63,1.6,1333,21:52,105,120,0,0,,demeldy01
624,Vincent Desharnais,27,EDM,D,58,1,8,9,6,41,1.9,1,0,0,0,7,0,1,36,2.8,883,15:14,92,97,0,0,,deshavi01
625,Nick DeSimone,29,CGY,D,23,1,4,5,-4,2,0.5,1,0,0,1,4,0,0,19,5.3,277,12:03,21,15,0,0,,desimni01
626,Justin Dowling,33,NJD,C,2,1,0,1,-2,0,0.1,1,0,0,0,0,0,0,3,33.3,21,10:32,1,1,4,9,30.8,dowliju01
627,Walker Duehr,26,CGY,F,31,1,5,6,0,4,0.3,1,0,0,0,5,0,0,21,4.8,246,7:57,8,57,1,2,33.3,duehrwa01
628,Joel Edmundson,30,WSH,D,44,1,5,6,-5,19,1.3,1,0,0,0,5,0,0,41,2.4,723,16:26,49,59,0,0,,edmunjo01
629,Ty Emberson,23,SJS,D,30,1,9,10,-4,6,1.5,1,0,0,0,8,1,0,31,3.2,556,18:33,46,94,0,0,,emberty01
630,Andreas Englund,28,LAK,D,61,1,8,9,-3,57,1.7,1,0,0,0,8,0,0,32,3.1,807,13:14,66,149,0,0,,engluan01
631,Adam Erne,28,EDM,LW,23,1,1,2,2,9,0.0,1,0,0,0,1,0,0,13,7.7,179,7:47,5,67,4,5,44.4,ernead01
632,Samuel Fagemo,23,TOT,LW,8,1,0,1,-1,0,0.0,0,1,0,0,0,0,0,13,7.7,73,9:11,3,5,0,1,0.0,fagemsa01
633,Mario Ferraro,25,SJS,D,57,1,13,14,-27,28,1.3,1,0,0,0,13,0,0,94,1.1,1308,22:57,162,96,0,0,,ferrama01
634,Haydn Fleury,27,TBL,D,19,1,3,4,4,18,1.1,1,0,0,0,3,0,0,18,5.6,304,15:59,26,26,0,0,,fleurha01
635,Jean-Luc Foudy,21,COL,C,1,1,0,1,1,0,0.2,1,0,0,0,0,0,0,2,50.0,11,10:54,0,0,0,0,,foudyje01
636,Brendan Gaunce,29,CBJ,C,8,1,2,3,-2,2,0.2,1,0,0,0,2,0,0,12,8.3,88,10:59,2,18,21,25,45.7,gauncbr01
637,Brandon Gignac,26,MTL,C,7,1,0,1,-3,0,0.0,1,0,0,0,0,0,0,7,14.3,82,11:39,7,5,24,29,45.3,gignabr01
638,Dennis Gilbert,27,CGY,D,32,1,6,7,-6,16,0.6,1,0,0,0,6,0,0,23,4.3,405,12:39,49,56,0,0,,gilbede01
639,Mark Giordano,40,TOR,D,38,1,6,7,6,33,1.5,1,0,0,0,6,0,0,46,2.2,634,16:41,76,42,0,0,,giordma01
640,Barclay Goodrow,30,NYR,RW,60,1,7,8,-9,45,-0.7,1,0,0,0,7,0,0,42,2.4,769,12:49,71,131,243,207,54.0,goodrba01
641,Jonathan Gruden,23,PIT,C,8,1,0,1,-2,0,0.0,1,0,0,0,0,0,0,3,33.3,67,8:20,3,23,4,6,40.0,grudejo02
642,Denis Gurianov,26,NSH,RW,13,1,1,2,4,0,0.1,1,0,0,0,1,0,0,22,4.5,168,12:57,6,13,0,0,,guriade01
643,Rafaël Harvey-Pinard,25,MTL,LW,25,1,6,7,0,6,0.2,1,0,0,0,5,0,1,20,5.0,328,13:07,28,20,4,14,22.2,harvera01
644,Vinnie Hinostroza,29,PIT,C,14,1,2,3,-3,4,0.1,1,0,0,0,2,0,0,27,3.7,137,9:45,7,11,4,6,40.0,hinosvi01
645,Dryden Hunt,28,CGY,LW,11,1,1,2,1,0,0.1,1,0,0,1,1,0,0,19,5.3,123,11:12,1,27,1,1,50.0,huntdr01
646,Ben Hutton,30,VEG,D,31,1,8,9,5,17,1.8,1,0,0,0,7,1,0,46,2.2,499,16:07,42,13,0,0,,huttobe01
647,David Jirícek,20,CBJ,D,36,1,8,9,-1,20,1.2,1,0,0,1,8,0,0,33,3.0,532,14:47,39,22,0,0,,jiricda01
648,Zachary Jones,23,NYR,D,17,1,4,5,-5,2,0.4,1,0,0,1,4,0,0,19,5.3,225,13:12,14,11,0,0,,jonesza01
649,Noah Juulsen,26,VAN,D,47,1,5,6,-2,20,0.8,1,0,0,0,5,0,0,25,4.0,694,14:46,74,143,0,0,,juulsno01
650,Kaedan Korczak,23,VEG,D,26,1,8,9,12,8,2.2,1,0,0,0,7,1,0,32,3.1,429,16:30,31,43,0,0,,korczka01
651,Jackson LaCombe,23,ANA,D,54,1,11,12,-24,18,0.5,1,0,0,0,9,2,0,46,2.2,1047,19:24,99,41,0,0,,lacomja01
652,Hampus Lindholm,30,BOS,D,56,1,18,19,19,52,4.3,0,1,0,0,14,4,0,71,1.4,1327,23:42,73,36,0,0,,lindhha01
653,Steven Lorentz,27,FLA,C,29,1,2,3,-7,6,-0.2,1,0,0,1,2,0,0,22,4.5,245,8:27,10,44,49,52,48.5,lorenst01
654,Jake Lucchini,28,MIN,F,21,1,1,2,-3,11,-0.1,1,0,0,0,1,0,0,12,8.3,186,8:53,5,16,10,22,31.3,lucchja01
655,John Ludvig,23,PIT,D,23,1,1,2,-10,23,-0.2,1,0,0,0,1,0,0,15,6.7,267,11:36,23,51,0,0,,ludvijo01
656,Tristan Luneau,20,ANA,D,7,1,2,3,1,4,0.6,1,0,0,0,2,0,0,11,9.1,125,17:52,4,9,0,0,,luneatr01
657,Brock McGinn,29,ANA,LW,24,1,2,3,-5,4,-0.2,1,0,0,0,2,0,0,24,4.2,266,11:05,11,37,5,7,41.7,mcginbr01
658,Marc McLaughlin,24,BOS,F,1,1,0,1,1,0,0.2,1,0,0,0,0,0,0,2,50.0,13,12:39,1,4,1,3,25.0,mclauma01
659,Waltteri Merela,25,TBL,F,19,1,0,1,2,4,0.0,1,0,0,0,0,0,0,17,5.9,187,9:49,6,32,1,3,25.0,merelwa01
660,Ben Meyers,25,COL,F,9,1,0,1,-2,0,0.0,1,0,0,0,0,0,0,7,14.3,86,9:34,0,12,9,4,69.2,meyerbe01
661,Matthew Nieto,31,PIT,LW,22,1,3,4,5,4,0.3,1,0,0,0,3,0,0,13,7.7,255,11:37,9,14,0,0,,nietoma01
662,Nikita Okhotyuk,23,SJS,D,43,1,7,8,-22,44,0.2,1,0,0,1,7,0,0,48,2.1,707,16:27,72,125,0,0,,okhotni01
663,Brayden Pachal,24,TOT,D,29,1,1,2,0,32,0.6,1,0,0,0,1,0,0,26,3.8,412,14:12,35,82,0,0,,pachabr01
664,Andrew Peeke,25,CBJ,D,22,1,7,8,-3,6,0.9,1,0,0,0,6,0,1,23,4.3,341,15:30,45,41,0,0,,peekean01
665,Adam Pelech,29,NYI,D,37,1,10,11,-1,23,1.5,1,0,0,1,9,0,1,42,2.4,738,19:57,67,39,0,0,,pelecad01
666,Matthew Phillips,25,TOT,F,30,1,4,5,-2,0,0.0,1,0,0,0,4,0,0,20,5.0,311,10:23,15,8,1,1,50.0,phillma01
667,Tyler Pitlick,32,NYR,C,34,1,3,4,-6,4,-0.3,1,0,0,0,3,0,0,32,3.1,347,10:12,15,84,3,14,17.6,pitlity01
668,Jason Polin,24,COL,F,7,1,0,1,1,2,0.1,1,0,0,0,0,0,0,6,16.7,52,7:25,1,14,1,1,50.0,polinja01
669,Vasiliy Ponomarev,21,CAR,C,2,1,1,2,1,0,0.3,1,0,0,0,1,0,0,1,100.0,19,9:41,1,0,5,4,55.6,ponomva01
670,Jesse Puljujärvi,25,PIT,RW,9,1,0,1,3,2,0.2,1,0,0,0,0,0,0,12,8.3,95,10:36,3,19,0,1,0.0,puljuje01
671,Matt Rempe,21,NYR,C,8,1,1,2,1,39,0.3,1,0,0,1,1,0,0,5,20.0,41,5:04,1,24,2,3,40.0,rempema01
672,Anthony Richard,27,BOS,C,9,1,2,3,0,2,0.2,1,0,0,0,2,0,0,6,16.7,95,10:36,5,25,0,1,0.0,richaan01
673,Rasmus Ristolainen,29,PHI,D,31,1,3,4,-6,8,0.7,1,0,0,0,3,0,0,46,2.2,517,16:41,45,56,0,0,,ristora01
674,Kevin Rooney,30,CGY,C,12,1,0,1,0,0,0.0,1,0,0,0,0,0,0,7,14.3,128,10:42,9,22,32,33,49.2,rooneke01
675,Chad Ruhwedel,33,PIT,D,46,1,3,4,-3,2,0.9,1,0,0,0,3,0,0,33,3.0,575,12:30,36,73,0,0,,ruhwech01
676,Jonas Røndbjerg,24,VEG,RW,18,1,2,3,2,0,0.1,1,0,0,0,2,0,0,21,4.8,198,11:01,9,5,0,1,0.0,rondbjo01
677,Dylan Samberg,25,WPG,D,61,1,14,15,14,39,3.3,1,0,0,0,13,0,1,62,1.6,947,15:31,90,48,0,0,,sambedy01
678,Mattias Samuelsson,23,BUF,D,41,1,6,7,4,26,1.9,1,0,0,1,6,0,0,44,2.3,841,20:30,87,106,0,0,,samuema02
679,Luke Schenn,34,NSH,D,44,1,5,6,-3,25,0.9,1,0,0,0,5,0,0,58,1.7,665,15:06,50,143,0,0,,schenlu01
680,Nate Schmidt,32,WPG,D,52,1,9,10,6,14,2.2,1,0,0,1,6,3,0,61,1.6,870,16:43,65,52,0,0,,schmina01
681,Nick Seeler,30,PHI,D,63,1,11,12,15,78,3.7,1,0,0,0,8,0,3,81,1.2,1069,16:58,184,112,0,0,,seeleni01
682,Conor Sheary,31,TBL,LW,45,1,9,10,-4,6,0.2,1,0,0,0,9,0,0,37,2.7,490,10:53,28,16,1,2,33.3,shearco01
683,Devin Shore,29,SEA,C,21,1,3,4,3,4,0.3,1,0,0,0,3,0,0,15,6.7,168,8:00,9,27,20,20,50.0,shorede01
684,Jonas Siegenthaler,26,NJD,D,46,1,8,9,-6,18,1.2,1,0,0,0,8,0,0,52,1.9,904,19:39,72,66,0,0,,siegejo01
685,Givani Smith,25,SJS,RW,30,1,2,3,-8,33,-0.2,1,0,0,0,2,0,0,27,3.7,229,7:39,10,68,2,3,40.0,smithgi01
686,Marc Staal,37,PHI,D,28,1,3,4,4,12,1.2,1,0,0,0,3,0,0,13,7.7,376,13:25,33,24,0,0,,staalma01
687,Spencer Stastney,24,NSH,D,9,1,0,1,6,4,0.7,1,0,0,1,0,0,0,5,20.0,144,16:01,16,1,0,0,,stastsp01
688,Troy Stecher,29,ARI,D,47,1,4,5,5,24,1.7,1,0,0,0,4,0,0,45,2.2,866,18:26,67,52,0,0,,stechtr01
689,Oskar Steen,25,BOS,C,34,1,0,1,-2,4,-0.4,1,0,0,0,0,0,0,24,4.2,308,9:04,19,79,0,3,0.0,steenos01
690,Jack Studnicka,24,TOT,C,14,1,0,1,-4,2,-0.2,1,0,0,0,0,0,0,11,9.1,151,10:46,5,21,35,62,36.1,studnja01
691,Chris Tanev,34,TOT,D,57,1,13,14,17,14,3.6,1,0,0,0,13,0,0,43,2.3,1129,19:48,172,26,0,0,,tanevch01
692,Henry Thrun,22,SJS,D,30,1,3,4,-8,8,0.7,0,1,0,0,2,1,0,32,3.1,595,19:50,43,18,0,0,,thrunhe01
693,Chris Tierney,29,NJD,C,32,1,5,6,2,2,0.3,1,0,0,0,5,0,0,19,5.3,295,9:12,7,13,76,55,58.0,tiernch01
694,Conor Timmins,25,TOR,D,16,1,5,6,5,8,1.2,1,0,0,0,3,2,0,14,7.1,252,15:45,17,18,0,0,,timmico01
695,Dominic Toninato,29,WPG,C,15,1,4,5,7,6,0.6,1,0,0,1,4,0,0,12,8.3,153,10:11,9,26,52,57,47.7,tonindo01
696,Tyler Tucker,23,STL,D,18,1,1,2,3,27,0.8,1,0,0,0,1,0,0,11,9.1,221,12:16,20,41,0,0,,tuckety01
697,Riley Tufte,25,COL,LW,5,1,1,2,-2,2,0.1,1,0,0,1,1,0,0,7,14.3,56,11:07,2,8,1,1,50.0,tufteri01
698,Alex Turcotte,22,LAK,C,13,1,2,3,3,2,0.3,1,0,0,0,2,0,0,8,12.5,118,9:05,7,3,19,18,51.4,turcoal02
699,Urho Vaakanainen,25,ANA,D,53,1,10,11,2,18,2.2,1,0,0,0,10,0,0,56,1.8,923,17:25,61,32,0,0,,vaakaur01
700,Maxwell Willman,28,NJD,C,13,1,1,2,1,2,0.1,1,0,0,0,1,0,0,14,7.1,119,9:07,4,16,1,3,25.0,willmma01
701,Egor Afanasyev,23,NSH,LW,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,5,0.0,26,13:00,2,6,0,0,,afanaeg01
702,Nikita Alexandrov,23,STL,C,19,0,1,1,-3,4,-0.2,0,0,0,0,1,0,0,10,0.0,151,7:56,7,22,29,43,40.3,alexani01
